cowcode,stateabb,statename,relevance,from,to,group,size,status,warid,warid2,groupid,cowgroupid
645,IRQ,Iraq,Yes,1976,1990,Kurds,0.17,DISCRIMINATED,17400,,1000,64501000
645,IRQ,Iraq,Yes,1991,2002,Shi'a Arabs,0.63,DISCRIMINATED,16201,,2000,64502000
645,IRQ,Iraq,Yes,1991,2002,Sunni Arabs,0.19,MONOPOLY,,,3000,64503000
645,IRQ,Iraq,Yes,1991,2002,Kurds,0.17,SEPARATIST AUTONOMY,17400,,1000,64501000
645,IRQ,Iraq,Yes,2003,2005,Shi'a Arabs,0.63,SENIOR PARTNER,16203,,2000,64502000
645,IRQ,Iraq,Yes,2003,2005,Sunni Arabs,0.19,POWERLESS,,,3000,64503000
645,IRQ,Iraq,Yes,2003,2005,Kurds,0.17,JUNIOR PARTNER,,,1000,64501000
651,EGY,Egypt,Yes,1946,2005,Arab Muslims,0.9,DOMINANT,,,1000,65101000
651,EGY,Egypt,Yes,1946,2005,Coptic Christians,0.09,POWERLESS,,,2000,65102000
652,SYR,Syria,Yes,1946,1948,Sunni Arabs,0.62,SENIOR PARTNER,,,2050,65202050
652,SYR,Syria,Yes,1946,1948,Alawi,0.12,REGIONAL AUTONOMY,,,2010,65202010
652,SYR,Syria,Yes,1946,1948,Sunni Kurds,0.1,JUNIOR PARTNER,,,6000,65206000
652,SYR,Syria,Yes,1946,1948,Christians,0.1,JUNIOR PARTNER,,,2030,65202030
652,SYR,Syria,Yes,1946,1948,Druze,0.03,REGIONAL AUTONOMY,,,2040,65202040
652,SYR,Syria,Yes,1949,1954,Sunni Arabs,0.62,JUNIOR PARTNER,,,2050,65202050
652,SYR,Syria,Yes,1949,1954,Alawi,0.12,JUNIOR PARTNER,,,2010,65202010
652,SYR,Syria,Yes,1949,1954,Sunni Kurds,0.1,SENIOR PARTNER,,,6000,65206000
652,SYR,Syria,Yes,1949,1954,Christians,0.1,JUNIOR PARTNER,,,2030,65202030
652,SYR,Syria,Yes,1949,1954,Druze,0.03,JUNIOR PARTNER,,,2040,65202040
652,SYR,Syria,Yes,1955,1957,Sunni Arabs,0.62,SENIOR PARTNER,,,2050,65202050
652,SYR,Syria,Yes,1955,1957,Alawi,0.12,JUNIOR PARTNER,,,2010,65202010
652,SYR,Syria,Yes,1955,1957,Sunni Kurds,0.1,JUNIOR PARTNER,,,6000,65206000
652,SYR,Syria,Yes,1955,1957,Christians,0.1,JUNIOR PARTNER,,,2030,65202030
652,SYR,Syria,Yes,1955,1957,Druze,0.03,JUNIOR PARTNER,,,2040,65202040
652,SYR,Syria,Yes,1958,1960,Arabs,0.87,DOMINANT,,,2000,65202000
652,SYR,Syria,Yes,1958,1960,Sunni Kurds,0.1,POWERLESS,,,6000,65206000
652,SYR,Syria,Yes,1961,1965,Sunni Arabs,0.62,SENIOR PARTNER,,,2050,65202050
652,SYR,Syria,Yes,1961,1965,Alawi,0.12,JUNIOR PARTNER,,,2010,65202010
652,SYR,Syria,Yes,1961,1965,Christians,0.1,JUNIOR PARTNER,,,2030,65202030
652,SYR,Syria,Yes,1961,1965,Sunni Kurds,0.1,JUNIOR PARTNER,,,6000,65206000
652,SYR,Syria,Yes,1961,1965,Druze,0.03,JUNIOR PARTNER,,,2040,65202040
652,SYR,Syria,Yes,1966,1969,Sunni Arabs,0.62,JUNIOR PARTNER,,,2050,65202050
652,SYR,Syria,Yes,1966,1969,Alawi,0.12,SENIOR PARTNER,20200,,2010,65202010
652,SYR,Syria,Yes,1966,1969,Christians,0.1,JUNIOR PARTNER,,,2030,65202030
652,SYR,Syria,Yes,1966,1969,Sunni Kurds,0.1,JUNIOR PARTNER,,,6000,65206000
652,SYR,Syria,Yes,1966,1969,Druze,0.03,JUNIOR PARTNER,,,2040,65202040
652,SYR,Syria,Yes,1970,2005,Sunni Arabs,0.62,POWERLESS,20201,,2050,65202050
652,SYR,Syria,Yes,1970,2005,Alawi,0.12,DOMINANT,,,2010,65202010
652,SYR,Syria,Yes,1970,2005,Christians,0.1,POWERLESS,,,2030,65202030
652,SYR,Syria,Yes,1970,2005,Sunni Kurds,0.1,POWERLESS,,,6000,65206000
652,SYR,Syria,Yes,1970,2005,Druze,0.03,POWERLESS,,,2040,65202040
660,LEB,Lebanon,Yes,1946,1970,Maronite Christians,0.29,SENIOR PARTNER,,,5000,66005000
660,LEB,Lebanon,Yes,1946,1970,Sunnis (Arab),0.22,SENIOR PARTNER,16300,,10000,66010000
660,LEB,Lebanon,Yes,1946,1970,Shi'a Muslims (Arab),0.2,JUNIOR PARTNER,16300,,8000,66008000
660,LEB,Lebanon,Yes,1946,1970,Palestinians (Arab),0.1,POWERLESS,,,7000,66007000
660,LEB,Lebanon,Yes,1946,1970,Druze,0.07,JUNIOR PARTNER,,,2000,66002000
660,LEB,Lebanon,Yes,1946,1970,Eastern Orthodox Christians,0.05,JUNIOR PARTNER,,,3000,66003000
660,LEB,Lebanon,Yes,1946,1970,Others,0.03,REGIONAL AUTONOMY,,,6000,66006000
660,LEB,Lebanon,Yes,1946,1970,Greek Catholics,0.03,JUNIOR PARTNER,,,4000,66004000
660,LEB,Lebanon,Yes,1946,1970,Armenian Orthodox,0.01,JUNIOR PARTNER,,,1000,66001000
660,LEB,Lebanon,Yes,1971,1991,Shi'a Muslims (Arab),0.36,JUNIOR PARTNER,16301,,8000,66008000
660,LEB,Lebanon,Yes,1971,1991,Sunnis (Arab),0.24,SENIOR PARTNER,16301,,10000,66010000
660,LEB,Lebanon,Yes,1971,1991,Maronite Christians,0.14,SENIOR PARTNER,,,5000,66005000
660,LEB,Lebanon,Yes,1971,1991,Palestinians (Arab),0.1,DISCRIMINATED,16301,,7000,66007000
660,LEB,Lebanon,Yes,1971,1991,Druze,0.06,JUNIOR PARTNER,,,2000,66002000
660,LEB,Lebanon,Yes,1971,1991,Eastern Orthodox Christians,0.05,JUNIOR PARTNER,,,3000,66003000
660,LEB,Lebanon,Yes,1971,1991,Greek Catholics,0.03,JUNIOR PARTNER,,,4000,66004000
660,LEB,Lebanon,Yes,1971,1991,Others,0.01,REGIONAL AUTONOMY,,,6000,66006000
660,LEB,Lebanon,Yes,1971,1991,Armenian Orthodox,0.01,JUNIOR PARTNER,,,1000,66001000
660,LEB,Lebanon,Yes,1992,2005,Shi'a Muslims (Arab),0.36,SENIOR PARTNER,,,8000,66008000
660,LEB,Lebanon,Yes,1992,2005,Sunnis (Arab),0.24,SENIOR PARTNER,,,10000,66010000
660,LEB,Lebanon,Yes,1992,2005,Maronite Christians,0.14,SENIOR PARTNER,,,5000,66005000
660,LEB,Lebanon,Yes,1992,2005,Palestinians (Arab),0.1,DISCRIMINATED,,,7000,66007000
660,LEB,Lebanon,Yes,1992,2005,Druze,0.06,JUNIOR PARTNER,,,2000,66002000
660,LEB,Lebanon,Yes,1992,2005,Eastern Orthodox Christians,0.05,JUNIOR PARTNER,,,3000,66003000
660,LEB,Lebanon,Yes,1992,2005,Greek Catholics,0.03,JUNIOR PARTNER,,,4000,66004000
660,LEB,Lebanon,Yes,1992,2005,Others,0.01,POWERLESS,,,6000,66006000
660,LEB,Lebanon,Yes,1992,2005,Armenian Orthodox,0.01,JUNIOR PARTNER,,,1000,66001000
663,JOR,Jordan,Yes,1946,2005,Palestinians,0.58,DISCRIMINATED,,,2000,66302000
663,JOR,Jordan,Yes,1946,2005,Arabs,0.4,MONOPOLY,,,1000,66301000
666,ISR,Israel,Yes,1948,1966,Ashkenazim (Jewish),0.47,MONOPOLY,,,2000,66602000
666,ISR,Israel,Yes,1948,1966,Mizrahim (Jewsih),0.39,IRRELEVANT,,,4000,66604000
666,ISR,Israel,Yes,1948,1966,Israeli Arabs,0.14,DISCRIMINATED,13700,,1000,66601000
666,ISR,Israel,Yes,1967,1976,Ashkenazim (Jewish),0.33,DOMINANT,,,2000,66602000
666,ISR,Israel,Yes,1967,1976,Mizrahim (Jewsih),0.29,IRRELEVANT,,,4000,66604000
666,ISR,Israel,Yes,1967,1976,Palestinian Arabs,0.27,DISCRIMINATED,13700,,6000,66606000
666,ISR,Israel,Yes,1967,1976,Israeli Arabs,0.11,DISCRIMINATED,13700,,1000,66601000
666,ISR,Israel,Yes,1977,1988,Mizrahim (Jewsih),0.31,IRRELEVANT,,,4000,66604000
666,ISR,Israel,Yes,1977,1988,Palestinian Arabs,0.29,DISCRIMINATED,13700,,6000,66606000
666,ISR,Israel,Yes,1977,1988,Ashkenazim (Jewish),0.29,DOMINANT,,,2000,66602000
666,ISR,Israel,Yes,1977,1988,Israeli Arabs,0.11,POWERLESS,13700,,1000,66601000
666,ISR,Israel,Yes,1989,2005,Palestinian Arabs,0.31,DISCRIMINATED,13700,,6000,66606000
666,ISR,Israel,Yes,1989,2005,Ashkenazim (Jewish),0.23,SENIOR PARTNER,,,2000,66602000
666,ISR,Israel,Yes,1989,2005,Mizrahim (Jewish),0.23,SENIOR PARTNER,,,4000,66604000
666,ISR,Israel,Yes,1989,2005,Israeli Arabs,0.12,REGIONAL AUTONOMY,13700,,1000,66601000
666,ISR,Israel,Yes,1989,2005,Russians (Jewish),0.1,JUNIOR PARTNER,,,5000,66605000
666,ISR,Israel,Yes,1989,2005,Ethiopians (Jewish),0.01,POWERLESS,,,3000,66603000
670,SAU,Saudi Arabia,Yes,1946,2005,Sunni Wahhabi (Najdi) (Arab),0.36,SENIOR PARTNER,,,5000,67005000
670,SAU,Saudi Arabia,Yes,1946,2005,Sunni Shafii/Sofi (Hijazi) (Arab),0.26,JUNIOR PARTNER,,,4000,67004000
670,SAU,Saudi Arabia,Yes,1946,2005,Ja'afari Shia (Eastern Province) (Arab),0.15,DISCRIMINATED,,,2000,67002000
670,SAU,Saudi Arabia,Yes,1946,2005,Ismaili Shia (South)  (Arab),0.02,DISCRIMINATED,,,1000,67001000
678,YAR,Yemen Arab Republic,Yes,1946,1989,Sunni Shafi'I (Arab),0.7,JUNIOR PARTNER,,,1000,67801000
678,YAR,Yemen Arab Republic,Yes,1946,1989,Zaydis,0.3,SENIOR PARTNER,,,2000,67802000
679,YEM,Yemen,Yes,1990,1994,Southerners,0.56,SENIOR PARTNER,31000,,5000,67905000
679,YEM,Yemen,Yes,1990,1994,Northerners,0.44,SENIOR PARTNER,,,3000,67903000
679,YEM,Yemen,Yes,1995,2005,Southern Shafi'i,0.56,JUNIOR PARTNER,,,4000,67904000
679,YEM,Yemen,Yes,1995,2005,Northern Zaydis,0.24,SENIOR PARTNER,,,2000,67902000
679,YEM,Yemen,Yes,1995,2005,Northern Shafi'i,0.2,JUNIOR PARTNER,,,1000,67901000
680,YPR,Yemen People's Republic,No,1967,1989,,,,,,,
690,KUW,Kuwait,Yes,1961,2005,Kuwaiti Sunni (Arab),0.25,SENIOR PARTNER,,,3000,69003000
690,KUW,Kuwait,Yes,1961,2005,Other Shi'a,0.15,DISCRIMINATED,,,6000,69006000
690,KUW,Kuwait,Yes,1961,2005,Kuwaiti Shi'a (Arab),0.11,JUNIOR PARTNER,,,2000,69002000
696,UAE,United Arab Emirates,No,1971,2005,,,,,,,
698,OMA,Oman,No,1971,2005,,,,,,,
700,AFG,Afghanistan,Yes,1946,1978,Pashtuns,0.41,DOMINANT,,,12000,70012000
700,AFG,Afghanistan,Yes,1946,1978,Tajiks,0.25,IRRELEVANT,,,14000,70014000
700,AFG,Afghanistan,Yes,1946,1978,Hazaras,0.11,DISCRIMINATED,,,7000,70007000
700,AFG,Afghanistan,Yes,1946,1978,Uzbeks,0.08,IRRELEVANT,,,16000,70016000
700,AFG,Afghanistan,Yes,1946,1978,Baloch,0.02,IRRELEVANT,,,4000,70004000
700,AFG,Afghanistan,Yes,1946,1978,Turkmen,0.015,IRRELEVANT,,,15000,70015000
700,AFG,Afghanistan,Yes,1946,1978,Nuristanis,0.007,IRRELEVANT,,,8000,70008000
700,AFG,Afghanistan,Yes,1946,1978,Qizalbash,0.007,DISCRIMINATED,,,13000,70013000
700,AFG,Afghanistan,Yes,1946,1978,Pashai,0.005,IRRELEVANT,,,11000,70011000
700,AFG,Afghanistan,Yes,1946,1978,Pamir Tajiks,0.002,DISCRIMINATED,,,10000,70010000
700,AFG,Afghanistan,Yes,1946,1978,Brahui,0.001,IRRELEVANT,,,5000,70005000
700,AFG,Afghanistan,Yes,1979,1985,Pashtuns,0.41,SENIOR PARTNER,,,12000,70012000
700,AFG,Afghanistan,Yes,1979,1985,Tajiks,0.25,SENIOR PARTNER,,,14000,70014000
700,AFG,Afghanistan,Yes,1979,1985,Hazaras,0.11,JUNIOR PARTNER,,,7000,70007000
700,AFG,Afghanistan,Yes,1979,1985,Uzbeks,0.08,REGIONAL AUTONOMY,,,16000,70016000
700,AFG,Afghanistan,Yes,1979,1985,Baloch,0.02,IRRELEVANT,,,4000,70004000
700,AFG,Afghanistan,Yes,1979,1985,Turkmen,0.015,REGIONAL AUTONOMY,,,15000,70015000
700,AFG,Afghanistan,Yes,1979,1985,Qizalbash,0.007,IRRELEVANT,,,13000,70013000
700,AFG,Afghanistan,Yes,1979,1985,Nuristanis,0.007,REGIONAL AUTONOMY,,,8000,70008000
700,AFG,Afghanistan,Yes,1979,1985,Pashai,0.005,IRRELEVANT,,,11000,70011000
700,AFG,Afghanistan,Yes,1979,1985,Pamir Tajiks,0.002,IRRELEVANT,,,10000,70010000
700,AFG,Afghanistan,Yes,1979,1985,Brahui,0.001,IRRELEVANT,,,5000,70005000
700,AFG,Afghanistan,Yes,1986,1991,Pashtuns,0.41,SENIOR PARTNER,,,12000,70012000
700,AFG,Afghanistan,Yes,1986,1991,Tajiks,0.25,JUNIOR PARTNER,,,14000,70014000
700,AFG,Afghanistan,Yes,1986,1991,Hazaras,0.11,JUNIOR PARTNER,,,7000,70007000
700,AFG,Afghanistan,Yes,1986,1991,Uzbeks,0.08,REGIONAL AUTONOMY,,,16000,70016000
700,AFG,Afghanistan,Yes,1986,1991,Baloch,0.02,IRRELEVANT,,,4000,70004000
700,AFG,Afghanistan,Yes,1986,1991,Turkmen,0.015,REGIONAL AUTONOMY,,,15000,70015000
700,AFG,Afghanistan,Yes,1986,1991,Qizalbash,0.007,IRRELEVANT,,,13000,70013000
700,AFG,Afghanistan,Yes,1986,1991,Nuristanis,0.007,REGIONAL AUTONOMY,,,8000,70008000
700,AFG,Afghanistan,Yes,1986,1991,Pashai,0.005,IRRELEVANT,,,11000,70011000
700,AFG,Afghanistan,Yes,1986,1991,Pamir Tajiks,0.002,IRRELEVANT,,,10000,70010000
700,AFG,Afghanistan,Yes,1986,1991,Brahui,0.001,IRRELEVANT,,,5000,70005000
700,AFG,Afghanistan,Yes,1992,1995,Tajiks,0.354,SENIOR PARTNER,,,14000,70014000
700,AFG,Afghanistan,Yes,1992,1995,Pashtuns,0.328,REGIONAL AUTONOMY,23701,,12000,70012000
700,AFG,Afghanistan,Yes,1992,1995,Uzbeks,0.113,JUNIOR PARTNER,23701,,16000,70016000
700,AFG,Afghanistan,Yes,1992,1995,Hazaras,0.068,REGIONAL AUTONOMY,23701,,7000,70007000
700,AFG,Afghanistan,Yes,1992,1995,Turkmen,0.033,IRRELEVANT,,,15000,70015000
700,AFG,Afghanistan,Yes,1992,1995,Qizalbash,0.01,IRRELEVANT,,,13000,70013000
700,AFG,Afghanistan,Yes,1992,1995,Pashai,0.007,IRRELEVANT,,,11000,70011000
700,AFG,Afghanistan,Yes,1992,1995,Nuristanis,0.007,IRRELEVANT,,,8000,70008000
700,AFG,Afghanistan,Yes,1992,1995,Pamir Tajiks,0.005,IRRELEVANT,,,10000,70010000
700,AFG,Afghanistan,Yes,1992,1995,Baloch,0.002,IRRELEVANT,,,4000,70004000
700,AFG,Afghanistan,Yes,1992,1995,Brahui,0.001,IRRELEVANT,,,5000,70005000
700,AFG,Afghanistan,Yes,1996,2001,Pashtuns,0.41,MONOPOLY,,,12000,70012000
700,AFG,Afghanistan,Yes,1996,2001,Tajiks,0.25,POWERLESS,23702,23703,14000,70014000
700,AFG,Afghanistan,Yes,1996,2001,Hazaras,0.11,DISCRIMINATED,23702,23703,7000,70007000
700,AFG,Afghanistan,Yes,1996,2001,Uzbeks,0.08,POWERLESS,23702,23703,16000,70016000
700,AFG,Afghanistan,Yes,1996,2001,Baloch,0.02,IRRELEVANT,,,4000,70004000
700,AFG,Afghanistan,Yes,1996,2001,Turkmen,0.015,IRRELEVANT,,,15000,70015000
700,AFG,Afghanistan,Yes,1996,2001,Qizalbash,0.007,DISCRIMINATED,,,13000,70013000
700,AFG,Afghanistan,Yes,1996,2001,Nuristanis,0.007,IRRELEVANT,,,8000,70008000
700,AFG,Afghanistan,Yes,1996,2001,Pashai,0.005,IRRELEVANT,,,11000,70011000
700,AFG,Afghanistan,Yes,1996,2001,Pamir Tajiks,0.002,IRRELEVANT,,,10000,70010000
700,AFG,Afghanistan,Yes,1996,2001,Brahui,0.001,IRRELEVANT,,,5000,70005000
700,AFG,Afghanistan,Yes,2002,2005,Pashtuns,0.41,SENIOR PARTNER,,,12000,70012000
700,AFG,Afghanistan,Yes,2002,2005,Tajiks,0.25,SENIOR PARTNER,,,14000,70014000
700,AFG,Afghanistan,Yes,2002,2005,Hazaras,0.11,JUNIOR PARTNER,,,7000,70007000
700,AFG,Afghanistan,Yes,2002,2005,Uzbeks,0.08,JUNIOR PARTNER,,,16000,70016000
700,AFG,Afghanistan,Yes,2002,2005,Baloch,0.02,REGIONAL AUTONOMY,,,4000,70004000
700,AFG,Afghanistan,Yes,2002,2005,Turkmen,0.015,REGIONAL AUTONOMY,,,15000,70015000
700,AFG,Afghanistan,Yes,2002,2005,Qizalbash,0.007,IRRELEVANT,,,13000,70013000
700,AFG,Afghanistan,Yes,2002,2005,Nuristanis,0.007,REGIONAL AUTONOMY,,,8000,70008000
700,AFG,Afghanistan,Yes,2002,2005,Pashai,0.005,REGIONAL AUTONOMY,,,11000,70011000
700,AFG,Afghanistan,Yes,2002,2005,Pamir Tajiks,0.002,IRRELEVANT,,,10000,70010000
700,AFG,Afghanistan,Yes,2002,2005,Brahui,0.001,REGIONAL AUTONOMY,,,5000,70005000
701,TKM,Turkmenistan,Yes,1991,2005,Turkmen,0.85,MONOPOLY,,,13000,70113000
701,TKM,Turkmenistan,Yes,1991,2005,Uzbeks,0.05,POWERLESS,,,14000,70114000
701,TKM,Turkmenistan,Yes,1991,2005,Russians,0.03,POWERLESS,,,12000,70112000
701,TKM,Turkmenistan,Yes,1991,2005,Kazakhs,0.02,POWERLESS,,,11000,70111000
702,TAJ,Tajikistan,Yes,1991,1996,Tajiks,0.8,SENIOR PARTNER,,,3000,70203000
702,TAJ,Tajikistan,Yes,1991,1996,Uzbeks,0.153,JUNIOR PARTNER,,,5000,70205000
702,TAJ,Tajikistan,Yes,1991,1996,Tatars,0.012,POWERLESS,,,4000,70204000
702,TAJ,Tajikistan,Yes,1991,1996,Kyrgyz,0.011,POWERLESS,,,1000,70201000
702,TAJ,Tajikistan,Yes,1991,1996,Russians,0.011,POWERLESS,,,2000,70202000
702,TAJ,Tajikistan,Yes,1997,2005,Tajik,0.8,DOMINANT,,,3000,70203000
702,TAJ,Tajikistan,Yes,1997,2005,Uzbeks,0.153,POWERLESS,,,5000,70205000
702,TAJ,Tajikistan,Yes,1997,2005,Tatars,0.014,POWERLESS,,,4000,70204000
702,TAJ,Tajikistan,Yes,1997,2005,Kyrgyz,0.011,POWERLESS,,,1000,70201000
702,TAJ,Tajikistan,Yes,1997,2005,Russians,0.011,POWERLESS,,,2000,70202000
703,KYR,Kyrgyzstan,Yes,1991,2005,Kyrgyz,0.649,DOMINANT,,,1000,70301000
703,KYR,Kyrgyzstan,Yes,1991,2005,Uzbeks,0.138,POWERLESS,,,5000,70305000
703,KYR,Kyrgyzstan,Yes,1991,2005,Russians,0.125,POWERLESS,,,2000,70302000
703,KYR,Kyrgyzstan,Yes,1991,2005,Uyghur,0.01,POWERLESS,,,4000,70304000
704,UZB,Uzbekistan,Yes,1991,2005,Uzbeks,0.8,MONOPOLY,,,6000,70406000
704,UZB,Uzbekistan,Yes,1991,2005,Russians,0.055,POWERLESS,,,3000,70403000
704,UZB,Uzbekistan,Yes,1991,2005,Tajiks,0.05,POWERLESS,,,4000,70404000
704,UZB,Uzbekistan,Yes,1991,2005,Kazakhs,0.03,POWERLESS,,,2000,70402000
704,UZB,Uzbekistan,Yes,1991,2005,Karakalpak,0.025,REGIONAL AUTONOMY,,,1000,70401000
705,KZK,Kazakhstan,Yes,1991,1994,Kazakhs,0.534,SENIOR PARTNER,,,2000,70502000
705,KZK,Kazakhstan,Yes,1991,1994,Russians,0.3,JUNIOR PARTNER,,,3000,70503000
705,KZK,Kazakhstan,Yes,1991,1994,Ukrainians,0.037,POWERLESS,,,6000,70506000
705,KZK,Kazakhstan,Yes,1991,1994,Uzbeks,0.025,POWERLESS,,,7000,70507000
705,KZK,Kazakhstan,Yes,1991,1994,Germans,0.024,POWERLESS,,,1000,70501000
705,KZK,Kazakhstan,Yes,1991,1994,Tatars,0.017,POWERLESS,,,4000,70504000
705,KZK,Kazakhstan,Yes,1991,1994,Uighur,0.014,POWERLESS,,,5000,70505000
705,KZK,Kazakhstan,Yes,1995,2005,Kazakhs,0.534,DOMINANT,,,2000,70502000
705,KZK,Kazakhstan,Yes,1995,2005,Russians,0.3,POWERLESS,,,3000,70503000
705,KZK,Kazakhstan,Yes,1995,2005,Ukrainians,0.037,POWERLESS,,,6000,70506000
705,KZK,Kazakhstan,Yes,1995,2005,Uzbeks,0.025,POWERLESS,,,7000,70507000
705,KZK,Kazakhstan,Yes,1995,2005,Germans,0.024,POWERLESS,,,1000,70501000
705,KZK,Kazakhstan,Yes,1995,2005,Tatars,0.017,POWERLESS,,,4000,70504000
705,KZK,Kazakhstan,Yes,1995,2005,Uighur,0.014,POWERLESS,,,5000,70505000
710,CHN,China,Yes,1946,1948,Chinese (Han),0.565,MONOPOLY,,,6000,71006000
710,CHN,China,Yes,1946,1948,Zhuang,0.067,IRRELEVANT,,,48000,71048000
710,CHN,China,Yes,1946,1948,Manchu,0.045,IRRELEVANT,,,23000,71023000
710,CHN,China,Yes,1946,1948,Hui,0.041,IRRELEVANT,,,14000,71014000
710,CHN,China,Yes,1946,1948,Miao,0.037,IRRELEVANT,,,25000,71025000
710,CHN,China,Yes,1946,1948,Uyghur,0.035,IRRELEVANT,,,41000,71041000
710,CHN,China,Yes,1946,1948,Tujia,0.034,IRRELEVANT,,,40000,71040000
710,CHN,China,Yes,1946,1948,Yi,0.032,IRRELEVANT,,,46000,71046000
710,CHN,China,Yes,1946,1948,Mongolians,0.024,IRRELEVANT,,,26000,71026000
710,CHN,China,Yes,1946,1948,Tibetans,0.023,SEPARATIST AUTONOMY,,,38000,71038000
710,CHN,China,Yes,1946,1948,Taiwanese,0.015,POWERLESS,11800,,36000,71036000
710,CHN,China,Yes,1946,1948,Bouyei,0.012,IRRELEVANT,,,5000,71005000
710,CHN,China,Yes,1946,1948,Dong,0.012,IRRELEVANT,,,9000,71009000
710,CHN,China,Yes,1946,1948,Yao,0.011,IRRELEVANT,,,45000,71045000
710,CHN,China,Yes,1946,1948,Koreans,0.008,IRRELEVANT,,,19000,71019000
710,CHN,China,Yes,1946,1948,Bai,0.0077,IRRELEVANT,,,2000,71002000
710,CHN,China,Yes,1946,1948,Hani,0.006,IRRELEVANT,,,13000,71013000
710,CHN,China,Yes,1946,1948,Kazakhs,0.0052,IRRELEVANT,,,17000,71017000
710,CHN,China,Yes,1946,1948,Li,0.0052,IRRELEVANT,,,21000,71021000
710,CHN,China,Yes,1946,1948,Dai,0.0048,IRRELEVANT,,,7000,71007000
710,CHN,China,Yes,1946,1948,She,0.003,IRRELEVANT,,,34000,71034000
710,CHN,China,Yes,1946,1948,Lisu,0.0026,IRRELEVANT,,,22000,71022000
710,CHN,China,Yes,1946,1948,Gelo,0.0024,IRRELEVANT,,,12000,71012000
710,CHN,China,Yes,1946,1948,Dongxiang,0.0021,IRRELEVANT,,,10000,71010000
710,CHN,China,Yes,1946,1948,Lahu,0.0019,IRRELEVANT,,,20000,71020000
710,CHN,China,Yes,1946,1948,Wa,0.0017,IRRELEVANT,,,43000,71043000
710,CHN,China,Yes,1946,1948,Shui,0.0017,IRRELEVANT,,,35000,71035000
710,CHN,China,Yes,1946,1948,Naxi,0.0013,IRRELEVANT,,,28000,71028000
710,CHN,China,Yes,1946,1948,Qiang,0.0013,IRRELEVANT,,,31000,71031000
710,CHN,China,Yes,1946,1948,Tu,0.001,IRRELEVANT,,,39000,71039000
710,CHN,China,Yes,1946,1948,Mulao,0.0009,IRRELEVANT,,,27000,71027000
710,CHN,China,Yes,1946,1948,Xibe,0.0008,IRRELEVANT,,,44000,71044000
710,CHN,China,Yes,1946,1948,Kirgiz,0.0007,IRRELEVANT,,,18000,71018000
710,CHN,China,Yes,1946,1948,Daur,0.0006,IRRELEVANT,,,8000,71008000
710,CHN,China,Yes,1946,1948,Salar,0.0004,IRRELEVANT,,,33000,71033000
710,CHN,China,Yes,1946,1948,Blang,0.0004,IRRELEVANT,,,3000,71003000
710,CHN,China,Yes,1946,1948,Maonan,0.0004,IRRELEVANT,,,24000,71024000
710,CHN,China,Yes,1946,1948,Tajiks,0.0002,IRRELEVANT,,,37000,71037000
710,CHN,China,Yes,1946,1948,Nu,0.0001,IRRELEVANT,,,29000,71029000
710,CHN,China,Yes,1946,1948,Uzbeks,0.0001,IRRELEVANT,,,42000,71042000
710,CHN,China,Yes,1946,1948,Evenk,0.0001,IRRELEVANT,,,11000,71011000
710,CHN,China,Yes,1946,1948,Jing,0.0001,IRRELEVANT,,,15000,71015000
710,CHN,China,Yes,1946,1948,Jinuo,0.0001,IRRELEVANT,,,16000,71016000
710,CHN,China,Yes,1946,1948,Yugur,0.0001,IRRELEVANT,,,47000,71047000
710,CHN,China,Yes,1946,1948,Russians,0.0001,IRRELEVANT,,,32000,71032000
710,CHN,China,Yes,1946,1948,Bonan,0.0001,IRRELEVANT,,,4000,71004000
710,CHN,China,Yes,1946,1948,Achang,0.0001,IRRELEVANT,,,1000,71001000
710,CHN,China,Yes,1946,1948,Pumi,0.0001,IRRELEVANT,,,30000,71030000
710,CHN,China,Yes,1949,1950,Chinese (Han),0.565,MONOPOLY,,,6000,71006000
710,CHN,China,Yes,1949,1950,Zhuang,0.067,POWERLESS,,,48000,71048000
710,CHN,China,Yes,1949,1950,Manchu,0.045,POWERLESS,,,23000,71023000
710,CHN,China,Yes,1949,1950,Hui,0.041,POWERLESS,,,14000,71014000
710,CHN,China,Yes,1949,1950,Miao,0.037,POWERLESS,,,25000,71025000
710,CHN,China,Yes,1949,1950,Uyghur,0.035,POWERLESS,,,41000,71041000
710,CHN,China,Yes,1949,1950,Tujia,0.034,POWERLESS,,,40000,71040000
710,CHN,China,Yes,1949,1950,Yi,0.032,POWERLESS,,,46000,71046000
710,CHN,China,Yes,1949,1950,Mongolians,0.024,POWERLESS,,,26000,71026000
710,CHN,China,Yes,1949,1950,Tibetans,0.023,SEPARATIST AUTONOMY,13900,,38000,71038000
710,CHN,China,Yes,1949,1950,Bouyei,0.012,POWERLESS,,,5000,71005000
710,CHN,China,Yes,1949,1950,Dong,0.012,POWERLESS,,,9000,71009000
710,CHN,China,Yes,1949,1950,Yao,0.011,POWERLESS,,,45000,71045000
710,CHN,China,Yes,1949,1950,Koreans,0.008,POWERLESS,,,19000,71019000
710,CHN,China,Yes,1949,1950,Bai,0.0077,POWERLESS,,,2000,71002000
710,CHN,China,Yes,1949,1950,Hani,0.006,POWERLESS,,,13000,71013000
710,CHN,China,Yes,1949,1950,Li,0.0052,POWERLESS,,,21000,71021000
710,CHN,China,Yes,1949,1950,Kazakhs,0.0052,POWERLESS,,,17000,71017000
